stt,H,W
3903,139.03,199.53
3904,139.04,199.61
3905,139.05,199.70
3906,139.06,199.79
3907,139.07,199.88
3908,139.08,199.96
3909,139.09,200.05
3910,139.10,200.14
3911,139.11,200.22
3912,139.12,200.31
3913,139.13,200.40
3914,139.14,200.48
3915,139.15,200.57
3916,139.16,200.66
3917,139.17,200.75
3918,139.18,200.83
3919,139.19,200.92
3920,139.20,201.01
3921,139.21,201.09
3922,139.22,201.18
3923,139.23,201.27
3924,139.24,201.35
3925,139.25,201.44
3926,139.26,201.53
3927,139.27,201.62
3928,139.28,201.70
3929,139.29,201.79
3930,139.30,201.88
3931,139.31,201.96
3932,139.32,202.05
3933,139.33,202.14
3934,139.34,202.23
3935,139.35,202.31
3936,139.36,202.40
3937,139.37,202.49
3938,139.38,202.57
3939,139.39,202.66
3940,139.40,202.75
3941,139.41,202.83
3942,139.42,202.92
3943,139.43,203.01
3944,139.44,203.10
3945,139.45,203.18
3946,139.46,203.27
3947,139.47,203.36
3948,139.48,203.44
3949,139.49,203.53
3950,139.50,203.62
3951,139.51,203.71
3952,139.52,203.79
3953,139.53,203.88
3954,139.54,203.97
3955,139.55,204.05
3956,139.56,204.14
3957,139.57,204.23
3958,139.58,204.31
3959,139.59,204.40
3960,139.60,204.49
3961,139.61,204.58
3962,139.62,204.66
3963,139.63,204.75
3964,139.64,204.84
3965,139.65,204.92
3966,139.66,205.01
3967,139.67,205.10
3968,139.68,205.18
3969,139.69,205.27
3970,139.70,205.36
3971,139.71,205.45
3972,139.72,205.53
3973,139.73,205.62
3974,139.74,205.71
3975,139.75,205.79
3976,139.76,205.88
3977,139.77,205.97
3978,139.78,206.06
3979,139.79,206.14
3980,139.80,206.23
3981,139.81,206.32
3982,139.82,206.40
3983,139.83,206.49
3984,139.84,206.58
3985,139.85,206.66
3986,139.86,206.75
3987,139.87,206.84
3988,139.88,206.93
3989,139.89,207.01
3990,139.90,207.10
3991,139.91,207.19
3992,139.92,207.27
3993,139.93,207.36
3994,139.94,207.45
3995,139.95,207.53
3996,139.96,207.62
3997,139.97,207.71
3998,139.98,207.80
3999,139.99,207.88
4000,140.00,207.97
4001,140.01,208.07
4002,140.02,208.17
4003,140.03,208.27
4004,140.04,208.36
4005,140.05,208.46
4006,140.06,208.56
4007,140.07,208.66
4008,140.08,208.76
4009,140.09,208.86
4010,140.10,208.96
4011,140.11,209.06
4012,140.12,209.15
4013,140.13,209.25
4014,140.14,209.35
4015,140.15,209.45
4016,140.16,209.55
4017,140.17,209.65
4018,140.18,209.75
4019,140.19,209.85
4020,140.20,209.94
4021,140.21,210.04
4022,140.22,210.14
4023,140.23,210.24
4024,140.24,210.34
4025,140.25,210.44
4026,140.26,210.54
4027,140.27,210.64
4028,140.28,210.73
4029,140.29,210.83
4030,140.30,210.93
4031,140.31,211.03
4032,140.32,211.13
4033,140.33,211.23
4034,140.34,211.33
4035,140.35,211.43
4036,140.36,211.52
4037,140.37,211.62
4038,140.38,211.72
4039,140.39,211.82
4040,140.40,211.92
4041,140.41,212.02
4042,140.42,212.12
4043,140.43,212.22
4044,140.44,212.31
4045,140.45,212.41
4046,140.46,212.51
4047,140.47,212.61
4048,140.48,212.71
4049,140.49,212.81
4050,140.50,212.91
4051,140.51,213.01
4052,140.52,213.10
4053,140.53,213.20
4054,140.54,213.30
4055,140.55,213.40
4056,140.56,213.50
4057,140.57,213.60
4058,140.58,213.70
4059,140.59,213.80
4060,140.60,213.89
4061,140.61,213.99
4062,140.62,214.09
4063,140.63,214.19
4064,140.64,214.29
4065,140.65,214.39
4066,140.66,214.49
4067,140.67,214.59
4068,140.68,214.68
4069,140.69,214.78
4070,140.70,214.88
4071,140.71,214.98
4072,140.72,215.08
4073,140.73,215.18
4074,140.74,215.28
4075,140.75,215.38
4076,140.76,215.47
4077,140.77,215.57
4078,140.78,215.67
4079,140.79,215.77
4080,140.80,215.87
4081,140.81,215.97
4082,140.82,216.07
4083,140.83,216.17
4084,140.84,216.26
4085,140.85,216.36
4086,140.86,216.46
4087,140.87,216.56
4088,140.88,216.66
4089,140.89,216.76
4090,140.90,216.86
4091,140.91,216.96
4092,140.92,217.05
4093,140.93,217.15
4094,140.94,217.25
4095,140.95,217.35
4096,140.96,217.45
4097,140.97,217.55
4098,140.98,217.65
4099,140.99,217.75
4100,141.00,217.84
4101,141.01,217.94
4102,141.02,218.04
4103,141.03,218.14
4104,141.04,218.24
4105,141.05,218.34
4106,141.06,218.44
4107,141.07,218.54
4108,141.08,218.63
4109,141.09,218.73
4110,141.10,218.83
4111,141.11,218.93
4112,141.12,219.03
4113,141.13,219.13
4114,141.14,219.23
4115,141.15,219.33
4116,141.16,219.42
4117,141.17,219.52
4118,141.18,219.62
4119,141.19,219.72
4120,141.20,219.82
4121,141.21,219.92
4122,141.22,220.02
4123,141.23,220.12
4124,141.24,220.21
4125,141.25,220.31
4126,141.26,220.41
4127,141.27,220.51
4128,141.28,220.61
4129,141.29,220.71
4130,141.30,220.81
4131,141.31,220.90
4132,141.32,221.00
4133,141.33,221.10
4134,141.34,221.20
4135,141.35,221.30
4136,141.36,221.40
4137,141.37,221.50
4138,141.38,221.60
4139,141.39,221.69
4140,141.40,221.79
4141,141.41,221.89
4142,141.42,221.99
4143,141.43,222.09
4144,141.44,222.19
4145,141.45,222.29
4146,141.46,222.39
4147,141.47,222.48
4148,141.48,222.58
4149,141.49,222.68
4150,141.50,222.78
4151,141.51,222.88
4152,141.52,222.98
4153,141.53,223.08
4154,141.54,223.18
4155,141.55,223.27
4156,141.56,223.37
4157,141.57,223.47
4158,141.58,223.57
4159,141.59,223.67
4160,141.60,223.77
4161,141.61,223.87
4162,141.62,223.97
4163,141.63,224.06
4164,141.64,224.16
4165,141.65,224.26
4166,141.66,224.36
4167,141.67,224.46
4168,141.68,224.56
4169,141.69,224.66
4170,141.70,224.76
4171,141.71,224.85
4172,141.72,224.95
4173,141.73,225.05
4174,141.74,225.15
4175,141.75,225.25
4176,141.76,225.35
4177,141.77,225.45
4178,141.78,225.55
4179,141.79,225.64
4180,141.80,225.74
4181,141.81,225.84
4182,141.82,225.94
4183,141.83,226.04
4184,141.84,226.14
4185,141.85,226.24
4186,141.86,226.34
4187,141.87,226.43
4188,141.88,226.53
4189,141.89,226.63
4190,141.90,226.73
4191,141.91,226.83
4192,141.92,226.93
4193,141.93,227.03
4194,141.94,227.13
4195,141.95,227.22
4196,141.96,227.32
4197,141.97,227.42
4198,141.98,227.52
4199,141.99,227.62
4200,142.00,227.72
4201,142.01,227.82
4202,142.02,227.92
4203,142.03,228.01
4204,142.04,228.11
4205,142.05,228.21
4206,142.06,228.31
4207,142.07,228.41
4208,142.08,228.51
4209,142.09,228.61
4210,142.10,228.71
4211,142.11,228.80
4212,142.12,228.90
4213,142.13,229.00
4214,142.14,229.10
4215,142.15,229.20
4216,142.16,229.30
4217,142.17,229.40
4218,142.18,229.50
4219,142.19,229.59
4220,142.20,229.69
4221,142.21,229.79
4222,142.22,229.89
4223,142.23,229.99
4224,142.24,230.09
4225,142.25,230.19
4226,142.26,230.29
4227,142.27,230.38
4228,142.28,230.48
4229,142.29,230.58
4230,142.30,230.68
4231,142.31,230.78
4232,142.32,230.88
4233,142.33,230.98
4234,142.34,231.08
4235,142.35,231.17
4236,142.36,231.27
4237,142.37,231.37
4238,142.38,231.47
4239,142.39,231.57
4240,142.40,231.67
4241,142.41,231.77
4242,142.42,231.87
4243,142.43,231.96
4244,142.44,232.06
4245,142.45,232.16
4246,142.46,232.26
4247,142.47,232.36
4248,142.48,232.46
4249,142.49,232.56
4250,142.50,232.66
4251,142.51,232.75
4252,142.52,232.85
4253,142.53,232.95
4254,142.54,233.05
4255,142.55,233.15
4256,142.56,233.25
4257,142.57,233.35
4258,142.58,233.44
4259,142.59,233.54
4260,142.60,233.64
4261,142.61,233.74
4262,142.62,233.84
4263,142.63,233.94
4264,142.64,234.04
4265,142.65,234.14
4266,142.66,234.23
4267,142.67,234.33
4268,142.68,234.43
4269,142.69,234.53
4270,142.70,234.63
4271,142.71,234.73
4272,142.72,234.83
4273,142.73,234.93
4274,142.74,235.02
4275,142.75,235.12
4276,142.76,235.22
4277,142.77,235.32
4278,142.78,235.42
4279,142.79,235.52
4280,142.80,235.62
4281,142.81,235.72
4282,142.82,235.81
4283,142.83,235.91
4284,142.84,236.01
4285,142.85,236.11
4286,142.86,236.21
4287,142.87,236.31
4288,142.88,236.41
4289,142.89,236.51
4290,142.90,236.60
4291,142.91,236.70
4292,142.92,236.80
4293,142.93,236.90
4294,142.94,237.00
4295,142.95,237.10
4296,142.96,237.20
4297,142.97,237.30
4298,142.98,237.39
4299,142.99,237.49
4300,143.00,237.59
4301,143.01,237.69
4302,143.02,237.79
4303,143.03,237.89
4304,143.04,237.99
4305,143.05,238.09
4306,143.06,238.18
4307,143.07,238.28
4308,143.08,238.38
4309,143.09,238.48
4310,143.10,238.58
4311,143.11,238.68
4312,143.12,238.78
4313,143.13,238.88
4314,143.14,238.97
4315,143.15,239.07
4316,143.16,239.17
4317,143.17,239.27
4318,143.18,239.37
4319,143.19,239.47
4320,143.20,239.57
4321,143.21,239.67
4322,143.22,239.76
4323,143.23,239.86
4324,143.24,239.96
4325,143.25,240.06
4326,143.26,240.16
4327,143.27,240.26
4328,143.28,240.36
4329,143.29,240.46
4330,143.30,240.55
4331,143.31,240.65
4332,143.32,240.75
4333,143.33,240.85
4334,143.34,240.95
4335,143.35,241.05
4336,143.36,241.15
4337,143.37,241.25
4338,143.38,241.34
4339,143.39,241.44
4340,143.40,241.54
4341,143.41,241.64
4342,143.42,241.74
4343,143.43,241.84
4344,143.44,241.94
4345,143.45,242.04
4346,143.46,242.13
4347,143.47,242.23
4348,143.48,242.33
4349,143.49,242.43
4350,143.50,242.53
4351,143.51,242.63
4352,143.52,242.73
4353,143.53,242.83
4354,143.54,242.92
4355,143.55,243.02
4356,143.56,243.12
4357,143.57,243.22
4358,143.58,243.32
4359,143.59,243.42
4360,143.60,243.52
4361,143.61,243.62
4362,143.62,243.71
4363,143.63,243.81
4364,143.64,243.91
4365,143.65,244.01
4366,143.66,244.11
4367,143.67,244.21
4368,143.68,244.31
4369,143.69,244.41
4370,143.70,244.50
4371,143.71,244.60
4372,143.72,244.70
4373,143.73,244.80
4374,143.74,244.90
4375,143.75,245.00
4376,143.76,245.10
4377,143.77,245.19
4378,143.78,245.29
4379,143.79,245.39
4380,143.80,245.49
4381,143.81,245.59
4382,143.82,245.69
4383,143.83,245.79
4384,143.84,245.89
4385,143.85,245.98
4386,143.86,246.08
4387,143.87,246.18
4388,143.88,246.28
4389,143.89,246.38
4390,143.90,246.48
4391,143.91,246.58
4392,143.92,246.68
4393,143.93,246.77
4394,143.94,246.87
4395,143.95,246.97
4396,143.96,247.07
4397,143.97,247.17
4398,143.98,247.27
4399,143.99,247.37
4400,144.00,247.47
4401,144.01,247.56
4402,144.02,247.66
4403,144.03,247.76
4404,144.04,247.86
4405,144.05,247.96
4406,144.06,248.06
4407,144.07,248.16
4408,144.08,248.26
4409,144.09,248.35
4410,144.10,248.45
4411,144.11,248.55
4412,144.12,248.65
4413,144.13,248.75
4414,144.14,248.85
4415,144.15,248.95
4416,144.16,249.05
4417,144.17,249.14
4418,144.18,249.24
4419,144.19,249.34
4420,144.20,249.44
4421,144.21,249.54
4422,144.22,249.64
4423,144.23,249.74
4424,144.24,249.84
4425,144.25,249.93
4426,144.26,250.03
4427,144.27,250.13
4428,144.28,250.23
4429,144.29,250.33
4430,144.30,250.43
4431,144.31,250.53
4432,144.32,250.63
4433,144.33,250.72
4434,144.34,250.82
4435,144.35,250.92
4436,144.36,251.02
4437,144.37,251.12
4438,144.38,251.22
4439,144.39,251.32
4440,144.40,251.42
4441,144.41,251.51
4442,144.42,251.61
4443,144.43,251.71
4444,144.44,251.81
4445,144.45,251.91
4446,144.46,252.01
4447,144.47,252.11
4448,144.48,252.21
4449,144.49,252.30
4450,144.50,252.40
4451,144.51,252.50
4452,144.52,252.60
4453,144.53,252.70
4454,144.54,252.80
4455,144.55,252.90
4456,144.56,253.00
4457,144.57,253.09
4458,144.58,253.19
4459,144.59,253.29
4460,144.60,253.39
4461,144.61,253.49
4462,144.62,253.59
4463,144.63,253.69
4464,144.64,253.79
4465,144.65,253.88
4466,144.66,253.98
4467,144.67,254.08
4468,144.68,254.18
4469,144.69,254.28
4470,144.70,254.38
4471,144.71,254.48
4472,144.72,254.58
4473,144.73,254.67
4474,144.74,254.77
4475,144.75,254.87
4476,144.76,254.97
4477,144.77,255.07
4478,144.78,255.17
4479,144.79,255.27
4480,144.80,255.37
4481,144.81,255.46
4482,144.82,255.56
4483,144.83,255.66
4484,144.84,255.76
4485,144.85,255.86
4486,144.86,255.96
4487,144.87,256.06
4488,144.88,256.16
4489,144.89,256.25
4490,144.90,256.35
4491,144.91,256.45
4492,144.92,256.55
4493,144.93,256.65
4494,144.94,256.75
4495,144.95,256.85
4496,144.96,256.95
4497,144.97,257.04
4498,144.98,257.14
4499,144.99,257.24
4500,145.00,257.34
4501,145.01,257.45
4502,145.02,257.57
4503,145.03,257.68
4504,145.04,257.79
4505,145.05,257.91
4506,145.06,258.02
4507,145.07,258.13
4508,145.08,258.25
4509,145.09,258.36
4510,145.10,258.47
4511,145.11,258.59
4512,145.12,258.70
4513,145.13,258.81
4514,145.14,258.93
4515,145.15,259.04
4516,145.16,259.15
4517,145.17,259.27
4518,145.18,259.38
4519,145.19,259.49
4520,145.20,259.60
4521,145.21,259.72
4522,145.22,259.83
4523,145.23,259.94
4524,145.24,260.06
4525,145.25,260.17
4526,145.26,260.28
4527,145.27,260.40
4528,145.28,260.51
4529,145.29,260.62
4530,145.30,260.74
4531,145.31,260.85
4532,145.32,260.96
4533,145.33,261.08
4534,145.34,261.19
4535,145.35,261.30
4536,145.36,261.42
4537,145.37,261.53
4538,145.38,261.64
4539,145.39,261.76
4540,145.40,261.87
4541,145.41,261.98
4542,145.42,262.10
4543,145.43,262.21
4544,145.44,262.32
4545,145.45,262.44
4546,145.46,262.55
4547,145.47,262.66
4548,145.48,262.78
4549,145.49,262.89
4550,145.50,263.00
4551,145.51,263.12
4552,145.52,263.23
4553,145.53,263.34
4554,145.54,263.45
4555,145.55,263.57
4556,145.56,263.68
4557,145.57,263.79
4558,145.58,263.91
4559,145.59,264.02
4560,145.60,264.13
4561,145.61,264.25
4562,145.62,264.36
4563,145.63,264.47
4564,145.64,264.59
4565,145.65,264.70
4566,145.66,264.81
4567,145.67,264.93
4568,145.68,265.04
4569,145.69,265.15
4570,145.70,265.27
4571,145.71,265.38
4572,145.72,265.49
4573,145.73,265.61
4574,145.74,265.72
4575,145.75,265.83
4576,145.76,265.95
4577,145.77,266.06
4578,145.78,266.17
4579,145.79,266.29
4580,145.80,266.40
4581,145.81,266.51
4582,145.82,266.63
4583,145.83,266.74
4584,145.84,266.85
4585,145.85,266.97
4586,145.86,267.08
4587,145.87,267.19
4588,145.88,267.31
4589,145.89,267.42
4590,145.90,267.53
4591,145.91,267.64
4592,145.92,267.76
4593,145.93,267.87
4594,145.94,267.98
4595,145.95,268.10
4596,145.96,268.21
4597,145.97,268.32
4598,145.98,268.44
4599,145.99,268.55
4600,146.00,268.66
4601,146.01,268.78
4602,146.02,268.89
4603,146.03,269.00
4604,146.04,269.12
4605,146.05,269.23
4606,146.06,269.34
4607,146.07,269.46
4608,146.08,269.57
4609,146.09,269.68
4610,146.10,269.80
4611,146.11,269.91
4612,146.12,270.02
4613,146.13,270.14
4614,146.14,270.25
4615,146.15,270.36
4616,146.16,270.48
4617,146.17,270.59
4618,146.18,270.70
4619,146.19,270.82
4620,146.20,270.93
4621,146.21,271.04
4622,146.22,271.16
4623,146.23,271.27
4624,146.24,271.38
4625,146.25,271.50
4626,146.26,271.61
4627,146.27,271.72
4628,146.28,271.83
4629,146.29,271.95
4630,146.30,272.06
4631,146.31,272.17
4632,146.32,272.29
4633,146.33,272.40
4634,146.34,272.51
4635,146.35,272.63
4636,146.36,272.74
4637,146.37,272.85
4638,146.38,272.97
4639,146.39,273.08
4640,146.40,273.19
4641,146.41,273.31
4642,146.42,273.42
4643,146.43,273.53
4644,146.44,273.65
4645,146.45,273.76
4646,146.46,273.87
4647,146.47,273.99
4648,146.48,274.10
4649,146.49,274.21
4650,146.50,274.33
4651,146.51,274.44
4652,146.52,274.55
4653,146.53,274.67
4654,146.54,274.78
4655,146.55,274.89
4656,146.56,275.01
4657,146.57,275.12
4658,146.58,275.23
4659,146.59,275.35
4660,146.60,275.46
4661,146.61,275.57
4662,146.62,275.68
4663,146.63,275.80
4664,146.64,275.91
4665,146.65,276.02
4666,146.66,276.14
4667,146.67,276.25
4668,146.68,276.36
4669,146.69,276.48
4670,146.70,276.59
4671,146.71,276.70
4672,146.72,276.82
4673,146.73,276.93
4674,146.74,277.04
4675,146.75,277.16
4676,146.76,277.27
4677,146.77,277.38
4678,146.78,277.50
4679,146.79,277.61
4680,146.80,277.72
4681,146.81,277.84
4682,146.82,277.95
4683,146.83,278.06
4684,146.84,278.18
4685,146.85,278.29
4686,146.86,278.40
4687,146.87,278.52
4688,146.88,278.63
4689,146.89,278.74
4690,146.90,278.86
4691,146.91,278.97
4692,146.92,279.08
4693,146.93,279.20
4694,146.94,279.31
4695,146.95,279.42
4696,146.96,279.54
4697,146.97,279.65
4698,146.98,279.76
4699,146.99,279.87
4700,147.00,279.99
4701,147.01,280.10
4702,147.02,280.21
4703,147.03,280.33
4704,147.04,280.44
4705,147.05,280.55
4706,147.06,280.67
4707,147.07,280.78
4708,147.08,280.89
4709,147.09,281.01
4710,147.10,281.12
4711,147.11,281.23
4712,147.12,281.35
4713,147.13,281.46
4714,147.14,281.57
4715,147.15,281.69
4716,147.16,281.80
4717,147.17,281.91
4718,147.18,282.03
4719,147.19,282.14
4720,147.20,282.25
4721,147.21,282.37
4722,147.22,282.48
4723,147.23,282.59
4724,147.24,282.71
4725,147.25,282.82
4726,147.26,282.93
4727,147.27,283.05
4728,147.28,283.16
4729,147.29,283.27
4730,147.30,283.39
4731,147.31,283.50
4732,147.32,283.61
4733,147.33,283.72
4734,147.34,283.84
4735,147.35,283.95
4736,147.36,284.06
4737,147.37,284.18
4738,147.38,284.29
4739,147.39,284.40
4740,147.40,284.52
4741,147.41,284.63
4742,147.42,284.74
4743,147.43,284.86
4744,147.44,284.97
4745,147.45,285.08
4746,147.46,285.20
4747,147.47,285.31
4748,147.48,285.42
4749,147.49,285.54
4750,147.50,285.65
4751,147.51,285.76
4752,147.52,285.88
4753,147.53,285.99
4754,147.54,286.10
4755,147.55,286.22
4756,147.56,286.33
4757,147.57,286.44
4758,147.58,286.56
4759,147.59,286.67
4760,147.60,286.78
4761,147.61,286.90
4762,147.62,287.01
4763,147.63,287.12
4764,147.64,287.24
4765,147.65,287.35
4766,147.66,287.46
4767,147.67,287.58
4768,147.68,287.69
4769,147.69,287.80
4770,147.70,287.91
4771,147.71,288.03
4772,147.72,288.14
4773,147.73,288.25
4774,147.74,288.37
4775,147.75,288.48
4776,147.76,288.59
4777,147.77,288.71
4778,147.78,288.82
4779,147.79,288.93
4780,147.80,289.05
4781,147.81,289.16
4782,147.82,289.27
4783,147.83,289.39
4784,147.84,289.50
4785,147.85,289.61
4786,147.86,289.73
4787,147.87,289.84
4788,147.88,289.95
4789,147.89,290.07
4790,147.90,290.18
4791,147.91,290.29
4792,147.92,290.41
4793,147.93,290.52
4794,147.94,290.63
4795,147.95,290.75
4796,147.96,290.86
4797,147.97,290.97
4798,147.98,291.09
4799,147.99,291.20
4800,148.00,291.31
4801,148.01,291.43
4802,148.02,291.54
4803,148.03,291.65
4804,148.04,291.76
4805,148.05,291.88
4806,148.06,291.99
4807,148.07,292.10
4808,148.08,292.22
4809,148.09,292.33
4810,148.10,292.44
4811,148.11,292.56
4812,148.12,292.67
4813,148.13,292.78
4814,148.14,292.90
4815,148.15,293.01
4816,148.16,293.12
4817,148.17,293.24
4818,148.18,293.35
4819,148.19,293.46
4820,148.20,293.58
4821,148.21,293.69
4822,148.22,293.80
4823,148.23,293.92
4824,148.24,294.03
4825,148.25,294.14
4826,148.26,294.26
4827,148.27,294.37
4828,148.28,294.48
4829,148.29,294.60
4830,148.30,294.71
4831,148.31,294.82
4832,148.32,294.94
4833,148.33,295.05
4834,148.34,295.16
4835,148.35,295.28
4836,148.36,295.39
4837,148.37,295.50
4838,148.38,295.62
4839,148.39,295.73
4840,148.40,295.84
4841,148.41,295.95
4842,148.42,296.07
4843,148.43,296.18
4844,148.44,296.29
4845,148.45,296.41
4846,148.46,296.52
4847,148.47,296.63
4848,148.48,296.75
4849,148.49,296.86
4850,148.50,296.97
4851,148.51,297.09
4852,148.52,297.20
4853,148.53,297.31
4854,148.54,297.43
4855,148.55,297.54
4856,148.56,297.65
4857,148.57,297.77
4858,148.58,297.88
4859,148.59,297.99
4860,148.60,298.11
4861,148.61,298.22
4862,148.62,298.33
4863,148.63,298.45
4864,148.64,298.56
4865,148.65,298.67
4866,148.66,298.79
4867,148.67,298.90
4868,148.68,299.01
4869,148.69,299.13
4870,148.70,299.24
4871,148.71,299.35
4872,148.72,299.47
4873,148.73,299.58
4874,148.74,299.69
4875,148.75,299.81
4876,148.76,299.92
4877,148.77,300.03
4878,148.78,300.14
4879,148.79,300.26
4880,148.80,300.37
4881,148.81,300.48
4882,148.82,300.60
4883,148.83,300.71
4884,148.84,300.82
4885,148.85,300.94
4886,148.86,301.05
4887,148.87,301.16
4888,148.88,301.28
4889,148.89,301.39
4890,148.90,301.50
4891,148.91,301.62
4892,148.92,301.73
4893,148.93,301.84
4894,148.94,301.96
4895,148.95,302.07
4896,148.96,302.18
4897,148.97,302.30
4898,148.98,302.41
4899,148.99,302.52
4900,149.00,302.64
4901,149.01,302.75
4902,149.02,302.86
4903,149.03,302.98
4904,149.04,303.09
4905,149.05,303.20
4906,149.06,303.32
4907,149.07,303.43
4908,149.08,303.54
4909,149.09,303.66
4910,149.10,303.77
4911,149.11,303.88
4912,149.12,303.99
4913,149.13,304.11
4914,149.14,304.22
4915,149.15,304.33
4916,149.16,304.45
4917,149.17,304.56
4918,149.18,304.67
4919,149.19,304.79
4920,149.20,304.90
4921,149.21,305.01
4922,149.22,305.13
4923,149.23,305.24
4924,149.24,305.35
4925,149.25,305.47
4926,149.26,305.58
4927,149.27,305.69
4928,149.28,305.81
4929,149.29,305.92
4930,149.30,306.03
4931,149.31,306.15
4932,149.32,306.26
4933,149.33,306.37
4934,149.34,306.49
4935,149.35,306.60
4936,149.36,306.71
4937,149.37,306.83
4938,149.38,306.94
4939,149.39,307.05
4940,149.40,307.17
4941,149.41,307.28
4942,149.42,307.39
4943,149.43,307.51
4944,149.44,307.62
4945,149.45,307.73
4946,149.46,307.85
4947,149.47,307.96
4948,149.48,308.07
4949,149.49,308.18
4950,149.50,308.30
4951,149.51,308.41
4952,149.52,308.52
4953,149.53,308.64
4954,149.54,308.75
4955,149.55,308.86
4956,149.56,308.98
4957,149.57,309.09
4958,149.58,309.20
4959,149.59,309.32
4960,149.60,309.43
4961,149.61,309.54
4962,149.62,309.66
4963,149.63,309.77
4964,149.64,309.88
4965,149.65,310.00
4966,149.66,310.11
4967,149.67,310.22
4968,149.68,310.34
4969,149.69,310.45
4970,149.70,310.56
4971,149.71,310.68
4972,149.72,310.79
4973,149.73,310.90
4974,149.74,311.02
4975,149.75,311.13
4976,149.76,311.24
4977,149.77,311.36
4978,149.78,311.47
4979,149.79,311.58
4980,149.80,311.70
4981,149.81,311.81
4982,149.82,311.92
4983,149.83,312.03
4984,149.84,312.15
4985,149.85,312.26
4986,149.86,312.37
4987,149.87,312.49
4988,149.88,312.60
4989,149.89,312.71
4990,149.90,312.83
4991,149.91,312.94
4992,149.92,313.05
4993,149.93,313.17
4994,149.94,313.28
4995,149.95,313.39
4996,149.96,313.51
4997,149.97,313.62
4998,149.98,313.73
4999,149.99,313.85
5000,150.00,313.96
5001,150.01,314.09
5002,150.02,314.22
5003,150.03,314.35
5004,150.04,314.48
5005,150.05,314.61
5006,150.06,314.74
5007,150.07,314.87
5008,150.08,315.00
5009,150.09,315.13
5010,150.10,315.26
5011,150.11,315.39
5012,150.12,315.52
5013,150.13,315.65
5014,150.14,315.78
5015,150.15,315.91
5016,150.16,316.04
5017,150.17,316.17
5018,150.18,316.30
5019,150.19,316.43
5020,150.20,316.56
5021,150.21,316.69
5022,150.22,316.82
5023,150.23,316.95
5024,150.24,317.08
5025,150.25,317.21
5026,150.26,317.34
5027,150.27,317.47
5028,150.28,317.60
5029,150.29,317.73
5030,150.30,317.86
5031,150.31,317.99
5032,150.32,318.13
5033,150.33,318.26
5034,150.34,318.39
5035,150.35,318.52
5036,150.36,318.65
5037,150.37,318.78
5038,150.38,318.91
5039,150.39,319.04
5040,150.40,319.17
5041,150.41,319.30
5042,150.42,319.43
5043,150.43,319.56
5044,150.44,319.69
5045,150.45,319.82
5046,150.46,319.95
5047,150.47,320.08
5048,150.48,320.21
5049,150.49,320.34
5050,150.50,320.47
5051,150.51,320.60
5052,150.52,320.73
5053,150.53,320.86
5054,150.54,320.99
5055,150.55,321.12
5056,150.56,321.25
5057,150.57,321.38
5058,150.58,321.51
5059,150.59,321.64
5060,150.60,321.77
5061,150.61,321.90
5062,150.62,322.03
5063,150.63,322.16
5064,150.64,322.29
5065,150.65,322.42
5066,150.66,322.55
5067,150.67,322.68
5068,150.68,322.81
5069,150.69,322.94
5070,150.70,323.07
5071,150.71,323.20
5072,150.72,323.33
5073,150.73,323.46
5074,150.74,323.59
5075,150.75,323.72
5076,150.76,323.85
5077,150.77,323.98
5078,150.78,324.11
5079,150.79,324.24
5080,150.80,324.37
5081,150.81,324.50
5082,150.82,324.63
5083,150.83,324.76
5084,150.84,324.89
5085,150.85,325.02
5086,150.86,325.15
5087,150.87,325.28
5088,150.88,325.41
5089,150.89,325.54
5090,150.90,325.67
5091,150.91,325.80
5092,150.92,325.93
5093,150.93,326.06
5094,150.94,326.20
5095,150.95,326.33
5096,150.96,326.46
5097,150.97,326.59
5098,150.98,326.72
5099,150.99,326.85
5100,151.00,326.98
5101,151.01,327.11
5102,151.02,327.24
5103,151.03,327.37
5104,151.04,327.50
5105,151.05,327.63
5106,151.06,327.76
5107,151.07,327.89
5108,151.08,328.02
5109,151.09,328.15
5110,151.10,328.28
5111,151.11,328.41
5112,151.12,328.54
5113,151.13,328.67
5114,151.14,328.80
5115,151.15,328.93
5116,151.16,329.06
5117,151.17,329.19
5118,151.18,329.32
5119,151.19,329.45
5120,151.20,329.58
5121,151.21,329.71
5122,151.22,329.84
5123,151.23,329.97
5124,151.24,330.10
5125,151.25,330.23
5126,151.26,330.36
5127,151.27,330.49
5128,151.28,330.62
5129,151.29,330.75
5130,151.30,330.88
5131,151.31,331.01
5132,151.32,331.14
5133,151.33,331.27
5134,151.34,331.40
5135,151.35,331.53
5136,151.36,331.66
5137,151.37,331.79
5138,151.38,331.92
5139,151.39,332.05
5140,151.40,332.18
5141,151.41,332.31
5142,151.42,332.44
5143,151.43,332.57
5144,151.44,332.70
5145,151.45,332.83
5146,151.46,332.96
5147,151.47,333.09
5148,151.48,333.22
5149,151.49,333.35
5150,151.50,333.48
5151,151.51,333.61
5152,151.52,333.74
5153,151.53,333.87
5154,151.54,334.00
5155,151.55,334.13
5156,151.56,334.26
5157,151.57,334.40
5158,151.58,334.53
5159,151.59,334.66
5160,151.60,334.79
5161,151.61,334.92
5162,151.62,335.05
5163,151.63,335.18
5164,151.64,335.31
5165,151.65,335.44
5166,151.66,335.57
5167,151.67,335.70
5168,151.68,335.83
5169,151.69,335.96
5170,151.70,336.09
5171,151.71,336.22
5172,151.72,336.35
5173,151.73,336.48
5174,151.74,336.61
